SP500,APPL,TSLA,MSFT,AMZN,COST
310.52,91.03,74.64,204.7,143.94,304.75
312.23,91.03,80.58,206.26,144.51,305.74
317.05,93.46,91.44,210.7,152.85,311.49
313.78,93.17,92.66,208.25,150.01,316.23
316.18,95.34,91.06,212.83,154.06,316.32
314.38,95.68,92.95,214.32,159.13,325.54
317.59,95.92,102.98,213.67,160.0,326.23
314.84,95.48,99.8,207.07,155.2,322.92
318.92,97.06,101.12,208.35,154.2,328.0
321.85,97.73,103.07,208.04,150.44,326.7
320.79,96.52,100.04,203.92,150.0,326.27
321.72,96.33,100.06,202.88,148.1,324.79
324.32,98.36,109.53,211.6,159.84,326.51
325.01,97.0,104.56,208.75,156.91,327.74
326.86,97.27,106.16,211.75,155.0,328.3
322.96,92.85,100.87,202.54,149.33,326.11
320.88,92.62,94.47,201.3,150.45,325.78
323.22,94.81,102.64,203.85,152.76,327.6
321.17,93.25,98.43,202.02,150.02,327.57
325.12,95.04,99.94,204.06,151.68,326.14
323.96,96.19,99.17,203.9,152.59,324.82
326.52,106.26,95.38,205.01,158.23,325.53
328.79,108.94,99.0,216.54,155.59,329.32
330.06,109.67,99.13,213.29,156.94,339.79
332.11,110.06,99.0,212.94,160.25,339.97
334.33,113.9,99.31,216.35,161.25,343.31
334.57,111.11,96.85,212.48,158.37,340.91
335.57,112.73,94.57,208.25,157.41,340.0
332.8,109.38,91.63,203.38,154.03,332.43
337.44,113.01,103.65,209.19,158.11,336.76
336.83,115.01,108.07,208.7,158.05,335.7
336.84,114.91,110.05,208.9,157.4,336.28
337.91,114.61,122.38,210.28,159.12,339.96
338.64,115.56,125.81,211.49,165.62,340.75
337.23,115.71,125.24,209.7,163.02,340.9
338.28,118.28,133.46,214.58,164.87,340.87
339.48,124.37,136.67,213.02,164.24,344.61
342.92,125.86,134.28,213.69,165.37,344.13
344.12,124.83,134.89,216.47,167.32,344.71
347.57,126.52,143.54,221.15,172.09,344.27
348.33,125.01,149.25,226.58,170.0,346.36
350.58,124.81,147.56,228.91,170.09,348.37
349.31,129.04,166.11,225.53,172.55,347.66
352.6,134.18,158.35,227.27,174.96,351.38
357.7,131.4,149.12,231.65,176.57,358.86
345.39,120.88,135.67,217.3,168.4,348.3
342.57,120.96,139.44,214.25,164.73,346.57
333.21,112.82,110.07,202.66,157.49,338.86
339.79,117.32,122.09,211.29,163.43,346.43
333.89,113.49,123.78,205.37,158.76,339.53
334.06,112.0,124.24,204.03,155.81,339.13
338.46,115.36,139.87,205.41,155.15,342.92
340.17,115.54,149.92,208.78,157.81,343.91
338.82,112.13,147.25,205.05,153.91,343.73
335.84,110.34,141.14,202.91,150.44,338.88
330.65,106.84,147.38,200.39,147.75,335.96
326.97,110.08,149.8,202.54,148.02,339.57
330.3,111.81,141.41,207.42,156.45,344.45
322.64,107.12,126.79,200.59,149.99,344.63
323.5,108.22,129.26,203.19,150.99,347.0
328.73,112.28,135.78,207.82,154.76,342.58
334.19,114.96,140.4,209.44,158.7,349.62
332.37,114.09,139.69,207.26,157.24,352.14
334.89,115.81,143.0,210.33,157.44,355.0
337.04,116.79,149.39,212.46,161.06,358.46
333.84,113.02,138.36,206.19,156.25,355.01
339.76,116.5,141.89,210.38,159.96,358.58
334.93,113.16,137.99,205.91,155.0,358.35
340.76,115.08,141.77,209.83,159.78,363.02
343.78,114.97,141.97,210.58,159.53,365.09
346.85,116.97,144.67,215.81,164.33,369.46
352.43,124.4,147.43,221.4,172.15,376.48
350.13,121.1,148.88,222.86,172.18,380.68
347.93,121.19,153.77,220.86,168.19,378.34
347.5,120.71,149.63,219.66,166.93,376.58
347.29,119.02,146.56,219.66,163.64,381.54
342.01,115.98,143.61,214.22,160.36,375.56
343.38,117.51,140.65,214.65,160.85,378.31
342.73,116.87,140.88,214.8,159.25,377.82
344.61,115.75,141.93,214.89,158.82,375.75
345.78,115.04,140.21,216.23,160.22,374.6
339.39,115.05,140.09,210.08,160.35,370.71
338.22,116.6,141.56,213.25,164.32,372.72
326.66,111.2,135.34,202.68,158.14,364.96
329.98,115.32,136.94,204.72,160.55,364.86
326.54,108.86,129.35,202.47,151.81,357.62
330.2,108.77,133.5,202.33,150.22,364.39
336.03,110.44,141.3,206.43,152.42,371.96
343.54,114.95,140.33,216.39,162.06,376.17
350.24,119.03,146.03,223.29,166.1,385.23
350.16,118.69,143.32,223.72,165.57,385.66
354.56,116.32,140.42,218.39,157.19,365.0
354.04,115.97,136.79,211.01,151.75,366.62
356.67,119.49,139.04,216.55,156.87,372.92
353.21,119.21,137.25,215.44,155.51,375.71
358.1,119.26,136.17,216.51,156.44,378.84
362.57,120.3,136.03,217.23,156.55,379.79
360.62,119.39,147.2,214.46,156.78,381.92
356.28,118.03,162.21,211.08,155.27,382.23
357.78,118.64,166.42,212.42,155.85,383.54
355.33,117.34,163.2,210.39,154.97,381.12
357.46,113.85,173.95,210.11,154.92,381.71
363.22,115.17,185.13,213.86,155.9,384.22
362.66,116.03,191.33,213.87,159.25,387.75
363.67,116.59,195.25,215.23,159.77,388.39
362.06,119.05,189.2,214.07,158.4,391.77
366.02,122.72,194.92,216.21,161.0,387.56
366.79,123.08,189.61,215.37,160.18,383.5
366.69,122.94,197.79,214.24,159.34,374.05
369.85,122.25,199.68,214.36,158.13,373.43
369.09,123.75,213.92,214.29,157.9,373.33
370.17,124.38,216.63,216.01,158.86,377.6
366.85,121.78,201.49,211.8,155.21,374.29
366.73,123.24,209.02,210.52,155.07,372.79
366.3,122.41,203.33,213.26,155.82,375.1
364.66,121.78,213.28,214.2,157.85,374.38
369.59,127.88,211.08,214.13,158.26,371.88
370.17,127.81,207.59,219.28,162.05,369.44
372.24,128.7,218.63,219.42,161.8,370.29
369.18,126.66,231.67,218.59,160.08,367.0
367.86,128.23,216.62,222.59,160.31,364.97
367.24,131.88,213.45,223.94,160.33,362.03
367.57,130.96,215.33,221.02,159.26,361.89
369.0,131.97,220.59,222.75,158.63,364.58
372.17,136.69,221.23,224.96,164.2,371.06
371.46,134.87,222.0,224.15,166.1,372.72
371.99,133.72,231.59,221.68,164.29,374.45
373.88,132.69,235.22,222.42,162.85,376.78
368.79,129.41,243.26,217.69,159.33,380.15
371.33,131.01,245.04,217.9,160.93,375.74
373.55,126.6,251.99,212.25,156.92,370.02
379.1,130.92,272.01,218.29,158.11,367.92
381.26,132.05,293.34,219.62,159.14,369.94
378.69,128.98,270.4,217.49,155.71,364.01
378.77,128.8,283.15,214.93,156.04,364.2
379.79,130.89,284.8,216.34,158.29,366.95
378.46,128.91,281.67,213.02,156.37,362.35
375.7,127.14,275.39,212.65,155.21,362.16
378.65,127.83,281.52,216.44,156.04,354.47
383.89,132.03,283.48,224.34,163.17,361.3
384.24,136.87,281.66,224.97,165.35,362.8
382.88,139.07,282.21,225.95,164.61,362.3
384.39,142.92,293.6,229.53,164.7,361.88
383.79,143.16,294.36,232.33,166.31,364.98
374.41,142.06,288.05,232.9,161.63,356.39
377.63,137.09,278.48,238.93,161.88,357.06
370.07,131.96,264.51,231.96,160.31,352.43
376.23,134.14,279.94,239.65,167.14,350.52
381.55,134.99,290.93,239.51,169.0,355.58
381.85,133.94,284.9,243.0,165.63,355.21
386.19,137.39,283.33,242.01,166.55,355.85
387.71,136.76,284.08,242.2,167.61,355.17
390.51,136.91,287.81,242.47,166.15,359.83
390.25,136.01,283.15,243.77,165.25,359.56
390.08,135.39,268.27,242.82,164.33,356.12
390.71,135.13,270.55,244.49,163.11,352.2
392.64,135.37,272.04,244.99,163.89,352.75
392.3,133.19,265.41,243.7,163.45,354.0
392.39,130.84,266.05,244.2,165.43,358.04
390.72,129.71,262.46,243.79,166.41,356.92
390.03,129.87,260.43,240.97,162.5,354.77
387.03,126.0,238.17,234.51,159.04,350.21
387.5,125.86,232.95,233.27,159.73,342.15
391.77,125.35,247.34,234.55,157.98,340.7
382.33,120.99,227.41,228.99,152.86,333.9
380.36,121.26,225.17,232.38,154.65,331.0
389.58,127.79,239.48,236.94,157.31,331.77
386.54,125.12,228.81,233.87,154.73,328.46
381.42,122.06,217.73,227.56,150.25,323.92
376.7,120.13,207.15,226.73,148.88,319.04
383.63,121.42,199.32,231.6,150.02,317.32
381.72,116.36,187.67,227.39,147.6,311.42
387.17,121.09,224.53,233.78,153.14,318.78
389.58,119.98,222.69,232.42,152.88,323.83
393.53,121.96,233.2,237.13,155.68,328.65
394.06,121.03,231.24,235.75,154.47,331.14
396.41,123.99,235.98,234.81,154.08,330.51
395.91,125.57,225.63,237.71,154.59,327.25
397.26,124.76,233.94,237.04,156.79,329.19
391.48,120.53,217.72,230.72,151.4,322.98
389.48,119.99,218.29,230.35,153.75,328.91
392.59,123.39,223.33,235.99,155.54,334.49
389.5,122.54,220.72,237.58,156.88,340.34
387.52,120.09,210.09,235.46,154.35,338.04
389.7,120.59,213.46,232.34,152.31,346.34
395.98,121.21,206.24,236.48,152.6,352.02
395.78,121.39,203.76,235.24,153.79,356.15
394.73,119.9,211.87,231.85,152.76,349.75
396.33,122.15,222.64,235.77,154.7,352.48
400.61,123.0,220.58,242.35,158.05,354.94
406.36,125.9,230.35,249.07,161.34,360.82
406.12,126.21,230.54,247.86,161.19,360.12
406.59,127.9,223.66,249.9,163.97,358.81
408.52,130.36,227.93,253.25,164.97,361.22
411.49,133.0,225.67,255.85,168.61,363.21
411.64,131.24,233.99,255.91,168.97,364.81
412.86,134.43,254.11,258.49,170.0,365.21
411.45,132.03,244.08,255.59,166.65,363.17
415.87,134.5,246.28,259.5,168.95,368.8
417.26,134.16,246.59,260.74,169.97,370.72
415.21,134.84,238.21,258.74,168.6,369.55
412.17,133.11,239.66,258.26,166.73,371.73
416.07,133.5,248.04,260.58,168.1,374.09
412.27,131.94,239.9,257.17,165.45,371.26
416.74,134.32,243.13,261.15,167.04,373.28
417.61,134.72,246.07,261.55,170.45,368.52
417.52,134.39,234.91,261.97,170.87,370.21
417.4,133.58,231.47,254.56,172.93,369.59
420.06,133.48,225.67,252.51,173.57,373.54
417.3,131.46,236.48,252.18,173.37,372.09
418.2,132.54,228.3,251.86,169.32,379.32
415.62,127.85,224.53,247.79,165.59,375.29
415.75,128.1,223.65,246.47,163.53,372.5
419.07,129.74,221.18,249.73,165.32,382.76
422.12,130.21,224.12,252.46,164.58,384.32
417.94,126.85,209.68,247.18,159.52,381.48
414.21,125.91,205.73,246.23,161.2,378.18
405.41,122.77,196.63,239.0,157.6,372.2
410.28,124.97,190.56,243.03,158.07,379.53
416.58,127.45,196.58,248.15,161.15,384.42
415.52,126.27,192.28,245.18,163.52,383.96
411.94,124.85,192.62,243.08,161.61,382.81
410.86,124.69,187.82,243.12,161.59,379.66
415.28,127.31,195.59,246.48,162.38,383.58
414.94,125.43,193.63,245.17,160.15,380.72
419.17,127.1,202.15,250.78,162.25,383.45
418.24,126.9,201.56,251.72,162.95,385.38
419.07,126.85,206.38,251.49,163.26,385.62
419.29,125.28,210.28,249.31,161.51,387.5
420.04,124.61,208.41,249.68,161.15,378.27
419.67,124.28,207.97,247.4,160.93,378.23
420.33,125.06,201.71,247.3,161.7,380.59
418.77,123.54,190.95,245.71,159.35,383.87
422.6,125.89,199.68,250.79,160.31,387.52
422.19,125.9,201.71,253.81,159.9,380.4
422.28,126.74,201.2,252.57,163.21,379.7
421.65,127.13,199.59,253.59,164.06,379.96
423.61,126.11,203.37,257.24,167.48,383.01
424.31,127.35,203.3,257.89,167.34,381.83
425.26,130.48,205.9,259.89,169.19,383.76
424.48,129.64,199.79,258.36,169.16,383.91
422.11,130.15,201.62,257.38,170.76,379.41
421.97,131.79,205.53,260.9,174.46,384.75
414.92,130.46,207.77,259.43,174.35,380.88
420.86,132.3,206.94,262.63,172.7,386.8
423.11,133.98,207.9,265.51,175.27,392.18
422.6,133.7,218.86,265.27,175.19,391.97
425.1,133.41,226.61,266.69,172.45,392.07
426.61,133.11,223.96,265.02,170.07,394.51
427.47,134.78,229.57,268.72,172.19,396.54
427.7,136.33,226.92,271.4,172.41,398.79
428.06,136.96,226.57,270.9,172.01,395.67
430.43,137.27,225.97,271.6,171.65,394.53
433.72,139.96,226.3,277.65,175.55,398.94
432.93,142.02,219.86,277.66,183.79,398.86
434.46,144.57,214.88,279.93,184.83,404.68
430.92,143.24,217.6,277.42,186.57,407.15
435.52,145.11,218.98,277.94,185.97,412.37
437.08,144.5,228.57,277.32,185.93,407.88
435.59,145.64,222.85,280.98,183.87,407.06
436.24,149.15,217.79,282.51,184.08,409.95
434.75,148.48,216.87,281.03,181.56,411.82
431.34,146.39,214.74,280.75,178.68,410.37
424.97,142.45,215.41,277.01,177.48,414.15
431.06,146.15,220.17,279.32,178.66,416.24
434.55,145.4,218.43,281.4,179.26,415.01
435.46,146.8,216.42,286.14,181.9,417.54
439.94,148.56,214.46,289.67,182.83,423.43
441.02,148.99,219.21,289.05,184.99,423.23
439.01,146.77,214.93,286.54,181.32,424.34
438.83,144.98,215.66,286.22,181.52,422.22
440.65,145.64,225.78,286.5,180.0,425.28
438.51,145.86,229.07,284.91,166.38,429.72
437.59,145.52,236.56,284.82,166.57,428.92
441.15,147.36,236.58,287.12,168.31,435.07
438.98,146.95,236.97,286.51,167.74,435.04
441.76,147.06,238.21,289.52,168.8,443.19
442.49,146.14,233.03,289.46,167.25,439.63
442.13,146.09,237.92,288.33,167.09,440.47
442.68,145.6,236.66,286.44,166.03,443.03
443.78,145.86,235.94,286.95,164.61,444.3
445.11,148.89,240.75,289.81,165.18,445.36
445.92,149.1,239.06,292.85,164.7,447.82
446.97,151.12,228.72,294.6,164.95,452.86
444.04,150.19,221.9,293.08,162.1,452.34
439.18,146.36,229.66,290.73,160.06,446.21
439.86,146.7,224.49,296.77,159.39,454.26
443.36,148.19,226.75,304.36,160.0,458.99
447.26,149.71,235.43,304.65,163.29,454.93
447.97,149.62,236.16,302.62,165.29,451.79
448.91,148.36,237.07,302.01,164.96,451.23
446.26,147.54,233.72,299.09,165.8,449.31
450.25,148.6,237.31,299.72,167.48,450.34
452.23,153.12,243.64,303.59,171.08,455.93
451.56,151.83,245.24,301.88,173.54,455.49
451.8,152.51,244.7,301.83,173.95,456.52
453.19,153.65,244.13,301.15,173.16,460.97
453.08,154.3,244.52,301.14,173.9,462.55
451.46,156.69,250.97,300.18,175.46,459.6
450.91,155.11,251.29,300.21,176.28,465.7
448.98,154.07,251.62,297.25,174.21,465.94
445.44,148.97,245.42,295.71,173.46,465.16
446.58,149.55,247.67,296.99,172.86,459.66
444.17,148.12,248.16,299.79,172.5,458.41
447.88,149.03,251.94,304.82,173.79,460.73
447.17,148.79,252.33,305.22,174.41,463.31
441.4,146.06,253.16,299.87,173.13,459.51
434.04,142.94,243.39,294.3,167.79,451.14
433.63,143.43,246.46,294.8,167.18,452.11
437.86,145.85,250.65,298.58,169.0,452.33
443.18,146.83,251.21,299.56,170.8,452.78
443.91,146.92,258.13,299.35,171.28,467.75
442.64,145.37,263.79,294.17,170.29,460.56
433.72,141.91,259.19,283.52,165.8,447.35
434.45,142.83,260.44,284.0,165.06,451.79
429.14,141.5,258.49,281.92,164.25,449.35
434.24,142.65,258.41,289.1,164.16,448.33
428.64,139.14,260.51,283.11,159.49,440.14
433.1,141.11,260.2,288.76,161.05,446.24
434.9,142.0,260.92,293.11,163.1,449.34
438.66,143.29,264.54,294.85,165.12,452.87
437.86,142.9,261.83,294.85,164.43,451.85
434.69,142.81,263.98,294.23,162.32,449.7
433.62,141.51,268.57,292.88,162.37,446.87
435.18,140.91,270.36,296.31,164.21,445.3
442.5,143.76,272.77,302.75,164.99,450.66
445.87,144.84,281.01,304.21,170.45,452.39
447.19,146.55,290.04,307.29,172.34,461.95
450.64,148.76,288.09,308.23,172.21,467.08
452.41,149.26,288.6,307.41,170.75,469.77
453.59,149.48,298.0,310.76,171.75,477.23
453.12,148.69,303.23,309.16,166.78,481.99
455.55,148.64,341.62,308.13,166.02,490.1
455.96,149.32,339.48,310.11,168.8,485.53
453.94,148.85,345.95,323.17,169.62,489.11
458.32,152.57,359.01,324.35,172.33,490.53
459.25,149.8,371.33,331.62,168.62,491.54
460.04,148.96,402.86,329.37,165.91,491.87
461.9,150.02,390.67,333.13,165.64,496.99
464.72,151.49,404.62,334.0,169.2,502.33
466.91,150.96,409.97,336.44,173.85,515.62
468.53,151.28,407.36,336.06,175.95,513.12
468.93,150.44,387.65,336.99,174.45,503.81
467.38,150.81,341.17,335.95,178.81,508.71
463.62,147.92,355.98,330.8,174.1,505.51
463.77,147.87,354.5,332.43,173.63,512.18
467.27,149.99,344.47,336.72,176.26,517.17
467.43,150.0,337.8,336.07,177.28,519.89
469.28,151.0,351.58,339.51,177.04,526.72
468.14,153.49,363.0,339.12,177.45,526.29
469.73,157.87,365.46,341.27,184.8,529.37
468.89,160.55,379.02,343.11,183.83,533.79
467.57,161.02,385.62,339.83,178.63,539.65
468.19,161.41,369.68,337.68,179.0,545.26
469.44,161.94,372.0,337.91,179.02,549.73
464.6,160.24,379.0,336.63,178.08,554.88
455.56,165.3,381.59,330.59,175.35,539.38
450.5,164.77,365.0,330.08,172.19,529.84
457.4,163.76,361.53,329.49,171.87,525.51
453.42,161.84,338.32,323.01,169.49,528.93
458.79,165.32,336.34,326.19,171.37,533.2
468.28,171.18,350.58,334.92,176.16,542.02
469.52,175.08,356.32,334.97,176.16,530.11
466.35,174.56,334.6,333.1,174.17,524.33
470.74,179.45,339.01,342.54,172.21,558.82
466.57,175.74,322.14,339.4,169.57,557.22
463.36,174.33,319.5,328.34,169.09,545.34
470.6,179.3,325.33,334.65,173.32,565.48
466.45,172.26,308.97,324.9,168.87,552.63
459.87,171.14,310.86,323.8,170.02,547.61
454.98,169.75,299.98,319.91,167.08,548.56
463.06,172.99,312.84,327.29,170.42,545.43
467.69,175.64,336.29,333.2,171.04,549.67
470.6,176.28,355.67,334.69,171.07,550.37
477.26,180.33,364.65,342.45,169.67,563.47
476.87,179.29,362.82,341.25,170.66,564.64
477.48,179.38,362.06,341.95,169.2,567.77
476.16,178.2,356.78,339.32,168.64,563.91
474.96,177.57,352.26,336.32,166.72,567.7
477.71,182.01,399.93,334.75,170.4,566.71
477.55,179.7,383.2,329.01,167.52,564.23
468.38,174.92,362.71,316.38,164.36,549.92
467.94,172.0,354.9,313.88,163.25,549.8
466.09,172.17,342.32,314.04,162.55,536.18
465.51,172.19,352.71,314.27,161.49,518.8
469.75,175.08,354.8,314.98,165.36,522.03
471.02,175.53,368.74,318.27,165.21,525.8
464.53,172.19,343.85,304.8,161.21,516.88
464.72,173.07,349.87,310.2,162.14,502.99
456.49,169.8,343.5,302.65,158.92,488.07
451.75,166.23,331.88,303.33,156.3,490.16
446.75,164.51,332.09,301.6,151.67,482.82
437.98,162.41,314.63,296.03,142.64,481.61
439.84,161.62,310.0,296.37,144.54,488.9
434.47,159.78,306.13,288.49,139.99,477.32
433.38,159.69,312.47,296.71,138.87,483.47
431.24,159.22,276.37,299.84,139.64,482.52
441.95,170.33,282.12,308.26,143.98,492.43
449.91,174.78,312.24,310.98,149.57,505.13
452.95,174.61,310.42,308.76,151.19,508.41
457.35,175.84,301.89,313.46,150.61,522.02
446.6,172.9,297.05,301.25,138.85,521.77
448.7,172.39,307.77,305.94,157.64,519.77
447.26,171.66,302.45,300.95,157.94,515.89
450.94,174.83,307.33,304.56,161.41,521.15
457.54,176.28,310.67,311.21,161.19,528.83
449.32,172.12,301.52,302.38,159.0,518.48
440.46,168.64,286.67,295.04,153.29,509.67
439.02,168.88,291.92,295.0,155.17,506.56
446.1,172.79,307.48,300.47,156.51,513.92
446.6,172.55,307.8,299.5,158.1,512.4
437.06,168.88,292.12,290.73,154.65,515.01
434.23,167.3,285.66,287.93,152.6,512.67
429.57,164.32,273.84,287.72,150.2,502.18
421.95,160.07,254.68,280.27,144.83,495.26
428.3,162.74,266.92,294.59,151.36,505.58
437.75,164.85,269.96,297.31,153.79,517.49
436.63,165.12,290.14,298.79,153.56,519.25
429.98,163.2,288.12,294.95,151.14,522.93
437.89,166.56,293.3,300.19,152.05,528.0
435.71,166.23,279.76,295.92,147.9,533.05
432.17,163.17,279.43,289.86,145.64,525.5
419.43,159.3,268.19,278.91,137.45,528.52
416.25,157.44,274.8,275.85,136.01,523.36
427.41,162.95,286.32,288.5,139.28,527.65
425.48,158.52,279.43,285.59,146.82,532.72
420.07,154.73,265.12,280.07,145.52,527.42
417.0,150.62,255.46,276.44,141.85,525.95
426.17,155.09,267.3,287.15,147.37,542.32
435.62,159.59,280.08,294.39,153.1,543.39
441.07,160.62,290.53,295.22,157.24,552.79
444.52,163.98,301.8,300.43,161.25,561.35
444.39,165.38,307.05,299.16,161.49,555.53
449.59,168.82,331.33,304.06,164.89,559.42
443.8,170.21,333.04,299.49,163.41,554.02
450.49,174.07,337.97,304.1,163.65,558.11
452.69,174.72,336.88,303.68,164.77,555.71
455.91,175.6,363.95,310.7,168.99,565.21
461.55,178.96,366.52,315.41,169.32,569.98
458.7,177.77,364.66,313.86,166.3,576.47
451.64,174.61,359.2,308.31,163.0,575.85
452.92,174.31,361.53,309.42,163.56,575.57
456.8,178.44,381.82,314.97,168.35,575.13
451.03,175.06,363.75,310.88,164.06,575.32
446.52,171.83,348.59,299.5,158.76,584.79
448.77,172.14,352.42,301.37,157.78,608.05
447.57,170.09,341.83,296.97,154.46,600.04
439.92,165.75,325.31,285.26,151.12,584.67
438.29,167.66,328.98,282.06,150.79,581.36
443.31,170.4,340.79,287.62,155.54,591.09
437.79,165.29,328.33,279.83,151.71,590.39
437.97,165.07,334.76,280.52,152.79,582.12
445.04,167.4,342.72,285.3,158.12,594.3
444.71,167.23,325.73,286.36,154.0,603.53
438.06,166.42,336.26,280.81,148.3,591.74
426.04,161.79,335.02,274.03,144.35,571.7
428.51,162.88,332.67,280.72,146.07,568.21
416.1,156.8,292.14,270.22,139.39,553.76
417.27,156.57,293.84,283.22,138.17,554.08
427.81,163.64,292.5,289.63,144.6,562.0
412.0,157.65,290.25,277.52,124.28,531.72
414.48,157.96,300.98,284.47,124.5,528.95
416.38,159.48,303.08,281.78,124.25,528.08
429.06,166.02,317.54,289.98,125.93,544.43
413.81,156.77,291.09,277.35,116.41,517.32
411.34,157.28,288.55,274.73,114.77,503.36
398.17,152.06,262.37,264.58,108.79,498.83
399.09,154.51,266.68,269.5,108.86,501.46
392.75,146.5,244.67,260.55,105.37,489.08
392.34,142.56,242.67,255.35,106.93,486.18
401.72,147.11,256.53,261.12,113.06,497.27
400.09,145.54,241.46,261.5,110.81,494.53
408.32,149.24,253.87,266.82,115.37,490.47
391.86,140.82,236.6,254.08,107.11,429.4
389.46,137.35,236.47,253.14,107.32,422.93
389.63,137.59,221.3,252.56,107.59,416.43
396.92,143.11,224.97,260.65,107.56,429.48
393.89,140.36,209.39,259.62,104.1,437.71
397.37,140.52,219.6,262.52,106.78,440.11
405.31,143.78,235.91,265.9,111.08,464.99
415.26,149.64,253.21,273.24,115.15,470.76
412.93,148.84,252.75,271.87,120.21,466.22
409.59,148.71,246.79,272.42,121.68,456.99
417.39,151.21,258.33,274.58,125.51,487.61
410.54,145.38,234.52,270.02,122.35,476.25
411.79,146.14,238.28,268.75,124.79,472.47
415.74,148.71,238.89,272.5,123.0,471.78
411.22,147.96,241.87,270.41,121.18,467.99
401.44,142.64,239.71,264.79,116.15,472.05
389.8,137.13,232.23,252.99,109.65,463.31
375.0,131.88,215.74,242.26,103.67,452.25
373.87,132.76,220.89,244.49,102.31,454.8
379.2,135.43,233.0,251.76,107.67,458.79
366.65,130.06,213.1,244.97,103.66,451.76
365.86,131.56,216.76,247.65,106.22,446.69
375.07,135.87,237.04,253.74,108.68,463.11
374.39,135.35,236.09,253.13,108.95,459.96
378.06,138.27,235.07,258.86,112.44,475.0
390.08,141.66,245.71,267.7,116.46,484.37
388.59,141.66,244.92,264.89,113.22,481.75
380.65,137.44,232.66,256.48,107.4,468.61
380.34,139.23,228.49,260.26,108.92,469.84
377.25,136.72,224.47,256.83,106.21,479.28
381.24,138.93,227.26,259.58,109.56,485.76
381.96,141.56,233.07,262.85,113.5,488.26
383.25,142.92,231.73,266.21,114.33,492.65
388.99,146.35,244.54,268.4,116.33,494.95
388.67,147.04,250.76,267.66,115.54,501.54
384.23,144.87,234.34,264.51,111.75,498.9
380.83,145.86,233.07,253.67,109.22,490.57
378.83,145.49,237.04,252.72,110.4,492.22
377.91,148.47,238.31,254.08,110.63,511.94
385.13,150.17,240.07,256.72,113.55,522.95
381.95,147.07,240.55,254.25,113.76,516.3
392.27,151.0,245.53,259.53,118.21,520.23
394.77,153.04,247.5,262.27,122.77,524.2
398.79,155.35,271.71,264.84,124.63,529.46
395.09,154.09,272.24,260.36,122.42,529.72
395.57,152.95,268.43,258.83,121.14,529.14
390.89,151.6,258.86,251.9,114.81,511.93
401.04,156.79,274.82,268.74,120.97,522.31
406.07,157.35,280.9,276.41,122.28,536.18
411.99,162.51,297.15,280.74,134.95,541.3
410.77,161.51,297.28,278.01,135.39,546.81
408.06,160.01,300.59,274.82,134.16,543.46
414.45,166.13,307.4,282.47,139.52,547.01
414.17,165.81,308.63,283.65,142.57,543.28
413.47,165.35,288.17,282.91,140.8,540.67
412.99,164.87,290.42,280.32,139.41,541.9
411.35,164.92,283.33,282.3,137.83,535.82
419.99,169.24,294.36,289.16,142.69,539.82
419.99,168.49,286.63,287.02,140.64,532.2
427.1,172.1,300.03,291.91,143.55,537.21
428.86,173.19,309.32,293.47,143.18,545.75
429.7,173.03,306.56,292.71,144.78,553.02
426.65,174.55,304.0,291.32,142.1,556.32
427.89,174.15,302.87,290.17,142.3,560.96
422.14,171.52,296.67,286.15,138.23,554.53
413.35,167.57,289.91,277.75,133.22,545.47
412.35,167.23,296.45,276.44,133.62,542.07
413.67,167.53,297.1,275.79,133.8,543.22
419.51,170.03,296.07,278.85,137.28,550.77
405.31,163.62,288.09,268.09,130.75,531.82
402.63,161.38,284.82,265.23,129.79,531.06
398.21,158.91,277.7,262.97,128.73,524.14
395.18,157.22,275.61,261.47,126.77,522.1
396.42,157.96,277.16,260.4,127.82,529.17
392.24,155.81,270.21,256.06,127.51,519.11
390.76,154.53,274.42,253.25,126.11,518.9
397.78,155.96,283.7,258.09,129.48,529.64
400.38,154.46,289.26,258.52,129.82,529.12
406.6,157.37,299.68,264.46,133.27,536.58
410.97,163.43,304.42,266.65,136.45,539.52
393.1,153.84,292.13,251.99,126.82,510.3
394.6,155.31,302.61,252.22,128.55,508.0
390.12,152.37,303.75,245.38,126.28,503.5
385.56,150.7,303.35,244.74,123.53,504.14
388.55,154.48,309.07,244.52,124.66,506.57
384.09,156.9,308.73,242.45,122.19,499.52
377.39,153.72,300.8,238.95,118.54,493.07
374.22,152.74,288.59,240.98,117.31,487.17
367.95,150.43,275.33,237.92,113.78,466.4
364.31,150.77,276.01,237.45,115.15,480.3
363.38,151.76,282.94,236.41,114.41,478.3
370.53,149.84,287.81,241.07,118.01,488.29
362.79,142.48,268.21,237.5,114.8,478.98
357.18,138.2,265.25,232.9,113.0,472.27
366.61,142.45,242.4,240.74,115.88,477.73
377.97,146.1,249.44,248.88,121.09,486.13
377.09,146.4,240.81,249.2,120.95,480.32
373.2,145.43,238.13,246.79,120.3,482.49
362.79,140.09,223.07,234.24,114.56,468.15
360.02,140.42,222.96,229.25,113.67,466.31
357.74,138.98,216.5,225.41,112.21,472.02
356.56,138.34,217.24,225.75,112.9,466.38
365.97,142.99,221.72,234.24,112.53,467.99
357.63,138.38,204.99,228.56,106.9,454.65
366.82,142.41,219.35,237.53,113.79,464.17
371.13,143.75,220.19,238.5,116.36,473.27
368.5,143.86,222.04,236.48,115.07,471.43
365.41,143.39,207.28,236.15,115.25,464.62
374.29,147.27,214.44,242.12,119.32,478.18
